index,Club,National_id,Club_Position,Club_Kit,Club_Joining
13888,Santos Laguna,a15,Res,31,01/01/2017
13889,FC Augsburg,a18,Res,38,03/03/2017
13891,Liverpool,a6,Res,61,01/01/2015
13892,FC Krasnodar,a25,Sub,15,02/01/2017
13894,SD Eibar,a1,Res,31,07/11/2016
13895,PSV,a4,Res,48,06/24/2014
13897,Philadelphia,a26,Sub,24,02/08/2017
13899,Patriotas,a35,RB,35,01/10/2017
13900,Åguilas Doradas,a35,RCB,19,01/07/2017
13901,Hertha BSC,a2,Res,33,02/04/2017
13902,FC Bayern,a18,Res,34,01/28/2017
13904,Crotone,a31,Sub,20,07/01/2016
13905,PAOK,a23,Res,99,01/01/2015
13906,Chaves,a3,Sub,20,01/01/2015
13907,Independiente,a5,Sub,19,01/09/2017
13908,SC Heerenveen,a33,Res,39,07/13/2015
13909,1. FC Nrnberg,a2,LB,34,01/29/2017
13911,Pachuca,a15,Sub,91,01/01/2017
13913,FC Tom Tomsk,a25,RDM,98,07/29/2016
13914,Jaguares,a14,Sub,29,01/17/2017
13916,Torino,a8,Res,92,06/30/2015
13917,Montpellier HSC,a7,Res,33,01/21/2017
13918,FC Lugano,a3,Sub,11,01/01/2017
13919,Stoke City,a4,Res,55,07/14/2016
13920,Bari,a28,Sub,7,01/19/2017
13921,Vitesse,a10,Res,41,07/01/2016
13922,New a9,a44,Sub,7,01/13/2017
13923,Toronto FC,a26,Sub,40,01/13/2017
13924,D.C. United,a26,Res,3,01/13/2017
13925,D.C. United,a26,Res,24,01/13/2017
13926,a41gia,a8,Sub,26,01/12/2017
13928,Manchester Utd,a9,Res,42,01/01/2016
13930,Rafaela,a5,Res,17,01/05/2017
13931,FC Metz,a7,Res,35,01/01/2017
13932,Spal,a8,Res,30,01/03/2016
13936,Pachuca,a15,Sub,25,01/01/2017
13937,Puebla,a5,Res,13,01/01/2016
13938,Antalyaspor,a16,Sub,97,07/23/2014
13940,FC Tom Tomsk,a25,ST,97,08/01/2016
13941,Stade de Reims,a7,Sub,31,11/25/2016
13942,LOSC Lille,a7,Res,28,01/01/2016
13943,Osmanlspor,a16,Res,29,08/16/2016
13944,Viborg FF,a42,Sub,12,01/04/2017
13945,M laga CF,a1,Res,29,07/01/2015
13946,Girona CF,a1,Res,27,07/01/2016
13947,San Lorenzo,a5,Sub,27,10/30/2016
13948,Santa Fe,a5,Res,21,02/03/2017
13950,Club Brugge,a4,Res,90,07/01/2016
13951,Free Agents,a43,Res,99,01/01/2016
13952,AZ,a10,Res,35,07/01/2016
13953,CD Numancia,a1,Res,26,07/01/2016
13954,Orlando Pirates,a37,Res,23,05/01/2016
13955,Kaiserslautern,a2,Sub,31,10/02/2016
13959,Vitesse,a10,Res,43,07/01/2015
13960,PAOK,a23,Res,44,08/29/2014
13962,F. Santa Maria,a39,Res,45,08/31/2016
13964,Frosinone,a32,Res,12,07/01/2011
13965,N.E.C.,a10,Res,47,07/01/2016
13966,Estoril Praia,a3,Res,4,08/24/2016
13967,Temperley,a5,Sub,22,07/10/2016
13968,Orlando Pirates,a37,Res,30,08/14/2016
13969,FC Lorient,a7,Res,35,08/19/2016
13970,FC Krasnodar,a25,Res,78,01/01/2014
13971,Atltico Mineiro,a3,Sub,19,02/01/2016
13972,Atl. Paranaense,a3,Sub,20,08/31/2016
13973,CD Numancia,a1,Sub,28,07/01/2016
13974,Levante UD,a1,Res,35,07/01/2016
13975,CD Numancia,a1,Res,27,07/01/2016
13976,Sevilla FC,a1,Res,29,07/01/2016
13977,Lans,a5,Res,34,07/01/2016
13978,Levante UD,a1,Res,30,07/22/2016
13979,Kasimpaa,a16,Sub,53,08/12/2016
13980,Galatasaray,a16,Res,88,08/19/2016
13981,San Juan,a11,Sub,33,08/19/2016
13982,Racing Club,a5,Sub,25,01/01/2014
13983,Salerno,a8,Sub,13,07/16/2016
13984,Rio Ave,a6,Res,16,07/01/2016
13985,Chievo Verona,a8,Res,98,07/01/2015
13986,Chievo Verona,a8,Res,97,07/01/2016
13987,Jun n,a5,Sub,31,08/13/2016
13988,AJ Auxerre,a7,Res,27,01/01/2016
13989,Len,a15,Res,89,02/03/2016
13990,EA Guingamp,a7,Res,32,08/12/2016
13991,FC Twente,a10,Res,30,07/01/2016
13994,Arsenal Tula,a25,Res,17,02/26/2016
13995,RC Lens,a7,Res,32,09/15/2016
13996,Audax Italiano,a13,RB,24,07/01/2016
13997,Latina,a8,Sub,33,07/01/2014
13998,Cracovia,a3,Sub,87,07/27/2016
13999,Quertaro,a15,Res,83,01/01/2014
14002,Port Vale,a7,Sub,27,07/20/2016
14003,Heracles Almelo,a10,Sub,29,07/11/2016
14004,KRC Genk,a4,Res,17,07/01/2016
14005,CD Cobresal,a13,Res,10,01/01/2011
14006,Boyac  Chic,a11,Res,16,07/08/2016
14007,Free Agents,a46,Res,99,07/07/2016
14008,Brescia,a8,Res,14,07/01/2014
14011,Sunderland,a9,Res,35,07/01/2015
14013,ADO Den Haag,a10,Res,27,07/01/2016
14014,Boyac  Chic,a14,Sub,32,07/01/2016
14016,Pisa,a8,Sub,22,07/28/2016
14017,Termalica,a12,Sub,96,06/22/2016
14019,Ruch Chorzw,a12,Sub,9,07/01/2016
14020,FC Twente,a10,Res,18,08/19/2015
14021,VfL Wolfsburg,a2,Res,29,07/01/2016
14022,Greuther Frth,a2,Sub,34,07/01/2016
14024,Avellino,a4,Sub,21,06/22/2016
14025,Hannover 96,a2,Sub,22,07/01/2016
14026,FC Midtjylland,a17,LCB,18,06/13/2016
14027,Deportes Temuco,a13,Sub,21,08/17/2014
14028,Deportes Temuco,a13,Sub,4,11/16/2013
14029,Deportes Temuco,a13,Sub,16,07/01/2014
14030,CA Talleres,a5,Res,4,01/01/2014
14031,Adanaspor,a16,Res,30,08/27/2014
14032,Adanaspor,a16,Res,8,08/16/2013
14033,Grimsby Town,a9,RCB,5,07/01/2011
14034,HJK Helsinki,a42,Sub,6,01/01/2014
14035,FC Ural,a25,CAM,53,07/01/2015
14036,Free Agents,a43,Res,99,01/01/2015
14037,Girona CF,a1,Res,26,08/15/2015
14038,Arminia Bielefeld,a2,Sub,32,05/15/2016
14039,Quilmes,a5,Res,28,09/06/2016
14040,Terni,a8,Res,24,05/15/2016
14042,FC Lorient,a7,Res,3,05/14/2016
14043,Antalyaspor,a16,Res,66,05/21/2015
14044,Temperley,a5,Res,32,05/15/2016
14045,Grmio,a3,Sub,20,01/01/2016
14046,Goi s,a3,Sub,20,01/01/2016
14047,Santa Fe,a5,Sub,32,04/29/2016
14048,Stade Rennais,a7,Res,36,03/25/2016
14049,Stade Rennais,a7,Res,42,03/30/2016
14050,Terni,a8,Res,14,07/01/2013
14051,Waasl. Beveren,a4,Res,20,07/01/2016
14052,Nott'm Forest,a9,Sub,45,07/01/2015
14053,KV Mechelen,a4,Sub,33,07/01/2016
14054,Montreal Impact,a44,Sub,13,10/20/2016
14055,Vitesse,a10,Sub,22,04/09/2016
14056,Terni,a8,LB,18,07/01/2014
14057,Angers SCO,a7,Res,33,04/02/2016
14058,RCD Mallorca,a1,Res,26,07/01/2015
14059,AD Alcorcn,a1,Res,38,07/23/2015
14060,Free Agents,a43,Res,99,01/01/2013
14061,Bayer 04,a2,Res,22,03/20/2016
14062,Plymouth Argyle,a7,Sub,21,03/14/2016
14063,Once Caldas,a14,Sub,29,01/04/2016
14064,Real Sociedad,a7,Res,35,07/04/2016
14065,Lillestrm SK,a33,Sub,15,01/01/2016
14069,Willem II,a10,Res,45,02/27/2015
14070,RB Salzburg,a18,Sub,42,01/07/2015
14073,Sparta R'dam,a10,Res,30,07/01/2015
14074,Patronato,a5,Sub,14,01/15/2016
14075,Clermont Foot,a7,Sub,26,02/12/2016
14076,Bah a Blanca,a5,Sub,28,01/22/2015
14078,SD Eibar,a1,Res,26,07/01/2015
14079,EA Guingamp,a7,Res,14,02/13/2016
14080,Banfield,a5,Res,13,01/09/2016
14088,Banfield,a5,Sub,24,01/04/2016
14090,Rafaela,a14,Sub,28,01/04/2016
14091,Estudiantes,a5,Res,28,01/01/2016
14092,Newell's,a5,Sub,28,02/06/2016
14093,Newell's,a5,Res,29,02/06/2016
14100,Mar del Plata,a5,Sub,17,01/04/2016
14101,Olym. Marseille,a7,Res,40,01/29/2016
14102,FC Groningen,a10,Res,43,07/01/2015
14103,Brisbane Roar,a38,Sub,29,01/28/2016
14104,Tours FC,a7,Res,1,09/01/2016
14106,Werder Bremen,a2,Sub,43,01/10/2016
14107,Swansea City,a9,Res,51,01/10/2016
14109,Viking FK,a33,Sub,30,11/18/2015
14110,Viking FK,a33,Sub,27,11/26/2015
14112,Whitecaps FC,a26,Res,14,01/14/2016
14113,Atl. Nacional,a14,Res,35,02/17/2017
14115,rebro SK,a26,LCB,3,01/01/2016
14117,Bury,a9,Res,29,01/01/2015
14118,NY Red Bulls,a26,Sub,21,12/21/2015
14119,Beikta,a16,Res,54,09/28/2015
14120,IF Elfsborg,a21,Sub,19,01/01/2017
14121,1860 Mnchen,a2,Res,18,12/04/2015
14122,Roda JC,a10,Res,34,07/01/2015
14123,FC Nantes,a7,Res,40,12/01/2015
14124,Fortaleza FC,a14,Sub,8,01/01/2015
14125,Sogndal,a33,Sub,11,11/10/2015
14126,Melbourne City,a38,Sub,21,07/08/2016
14127,Atltico Bucaramanga,a14,Sub,12,01/01/2009
14128,Morecambe,a9,Sub,21,10/09/2015
14129,Unin,a5,Sub,12,01/01/2015
14130,River Plate,a5,Sub,16,11/08/2015
14131,GFC Ajaccio,a7,Sub,33,07/01/2016
14132,Wigan Athletic,a9,Res,43,11/12/2015
14133,Carlisle United,a9,Res,2,03/14/2017
14134,Well. Phoenix,a38,Sub,6,10/12/2015
14135,River Plate,a5,Sub,29,10/14/2015
14136,Monterrey,a15,Res,95,07/01/2015
14137,Rafaela,a5,Sub,12,10/05/2015
14138,Godoy Cruz,a5,CDM,19,01/01/2015
14139,AJ Auxerre,a7,Sub,6,09/11/2015
14141,Free Agents,a43,Res,99,07/01/2013
14142,Lokomotiv Moscow,a25,Res,21,02/11/2017
14143,SV Ried,a18,Sub,13,07/01/2015
14144,Girona CF,a1,Res,28,07/01/2015
14145,FC Ufa,a25,Res,2,08/29/2015
14146,Perth Glory,a38,RCM,15,07/01/2016
14147,Bournemouth,a9,Res,42,07/01/2015
14148,Udinese,a8,Res,40,07/01/2014
14149,Heracles Almelo,a10,Sub,31,08/20/2015
14150,CD Antofagasta,a13,CM,32,01/01/2013
14151,PEC Zwolle,a10,Res,29,08/15/2015
14152,Gillingham,a9,Sub,20,05/10/2016
14153,Cittadella,a8,Sub,19,07/11/2016
14154,Le Havre AC,a7,Res,29,01/01/2015
14155,Cricima,a3,Sub,20,08/22/2016
14156,Ponte Preta,a3,RM,8,02/01/2013
14157,Santa Cruz,a3,Sub,20,08/31/2016
14158,Cruzeiro,a3,Sub,17,08/31/2016
14159,Atltico Mineiro,a3,Sub,18,01/01/2014
14160,U.N.A.M.,a15,Sub,90,01/01/2017
14161,FC Schalke 04,a2,Res,37,08/08/2015
14162,CD Huachipato,a13,Sub,23,08/01/2015
14163,Audax Italiano,a13,Sub,20,01/01/2015
14165,VfL Wolfsburg,a2,Res,39,07/01/2015
14167,SV Ried,a18,Sub,5,07/24/2015
14168,SnderjyskE,a17,Sub,14,07/01/2015
14169,Bor. M'gladbach,a18,Res,20,07/01/2015
14170,Temperley,a5,LM,36,07/01/2015
14171,Roda JC,a4,Res,32,08/02/2016
14172,SJ Earthquakes,a3,Res,38,07/15/2015
14173,KV Mechelen,a4,Sub,29,07/01/2015
14174,Adelaide United,a38,Sub,14,07/03/2015
14175,a41gia,a8,Sub,23,01/12/2017
14176,Santa Fe,a5,Sub,34,07/12/2015
14177,Temperley,a5,Sub,17,07/08/2015
14178,Hannover 96,a2,Res,28,07/01/2015
14179,Crotone,a8,Sub,9,07/01/2016
14180,AS Monaco,a7,Res,44,07/01/2011
14181,Junior,a14,Sub,22,07/01/2015
14182,Everton,a9,Res,49,07/04/2015
14183,AIK,a21,GK,34,01/01/2015
14184,1. FC Heidenheim,a2,Sub,31,07/01/2015
14185,Cittadella,a8,Sub,16,08/05/2016
14186,Dundee FC,a1,RCB,16,07/01/2015
14187,RB Leipzig,a2,Sub,36,07/01/2015
14188,EA Guingamp,a7,Sub,16,06/29/2015
14189,SV Mattersburg,a18,Sub,13,07/01/2015
14190,PEC Zwolle,a10,Res,40,07/01/2016
14191,Dijon FCO,a7,Res,16,08/14/2016
14192,Bourg-Pronnas,a7,Sub,19,06/01/2011
14193,Bourg-Pronnas,a7,Sub,3,06/01/2010
14194,Bourg-Pronnas,a7,Sub,1,06/01/2014
14195,Cesena,a8,Sub,17,01/01/2015
14196,Karlsruher SC,a2,Res,3,06/01/2015
14197,Cham. Niortais,a39,Sub,22,05/28/2015
14198,IK Start,a33,Sub,27,01/01/2015
14199,Vlez Sarsfield,a5,Sub,26,05/01/2015
14200,Shrewsbury,a24,RS,27,05/24/2015
14201,Pogo Szczecin,a12,Sub,29,04/23/2015
14202,Stade Brestois,a7,Sub,25,05/05/2015
14203,Boyac  Chic,a14,LB,2,01/04/2015
14205,Montpellier HSC,a7,Res,40,04/26/2015
14206,Atlas,a15,Sub,24,04/01/2015
14207,GIF Sundsvall,a21,RS,30,01/01/2015
14209,Stoke City,a7,Res,38,07/01/2014
14210,Burnley,a9,Sub,32,08/04/2015
14211,Terni,a8,Sub,9,03/30/2015
14212,Carlisle United,a9,Sub,12,03/27/2015
14213,Arsenal Tula,a25,Res,70,02/25/2015
14214,Newcastle Jets,a38,LCB,22,07/13/2015
14215,Free Agents,a47,Res,99,01/01/2015
14216,Free Agents,a47,Res,99,05/14/2016
14217,Åguilas Doradas,a14,Sub,18,01/05/2017
14219,Arsenal Tula,a25,Sub,82,07/18/2016
14220,FC Sochaux,a7,Sub,17,03/06/2015
14221,G. La Plata,a5,Res,5,02/27/2015
14222,Yeovil Town,a9,Sub,39,12/24/2015
14223,Lillestrm SK,a33,RM,14,03/01/2015
14224,Spurs,a9,Res,37,12/24/2015
14225,Godoy Cruz,a5,Res,22,02/20/2015
14226,Cruz Azul,a15,Res,21,02/21/2015
14227,Cesena,a8,Sub,13,07/01/2014
14229,Amrica,a15,Sub,29,01/01/2015
14231,Kasimpaa,a5,Sub,20,01/04/2016
14234,Charlton Ath,a9,Sub,15,01/20/2015
14237,Jaguares,a14,Sub,6,01/01/2013
14238,Olym. Lyonnais,a7,Res,34,01/17/2015
14239,Sport. Lokeren,a4,Res,24,07/01/2014
14240,Pachuca,a14,Sub,27,11/14/2015
14241,Kilmarnock,a9,Res,25,01/28/2015
14242,Quertaro,a15,Sub,33,01/01/2015
14243,Guadalajara,a26,Sub,29,06/24/2016
14244,Temperley,a5,Sub,20,03/01/2011
14245,Cortulu ,a5,GK,1,01/20/2017
14247,Fl. Varela,a5,Res,22,12/09/2014
14248,Newcastle Jets,a38,Sub,16,11/22/2014
14249,Rio Ave,a6,Res,98,07/01/2015
14250,FC Rostov,a25,Sub,45,07/17/2012
14252,a18 Wien,a18,Sub,27,01/01/2014
14253,UD Almer a,a5,Res,30,06/01/2014
14254,Getafe CF,a1,Res,35,07/07/2015
14255,Quilmes,a5,Sub,12,02/01/2012
14256,Tours FC,a7,Sub,22,10/17/2014
14257,CD M a76ds,a1,Res,26,07/01/2016
14258,Kalmar FF,a21,Sub,34,01/13/2016
14259,Columbus Crew SC,a26,Sub,26,10/15/2014
14260,Sarand ,a5,Sub,12,10/14/2014
14261,Arsenal,a9,Res,68,02/09/2015
14262,Gaziantepspor,a16,Res,17,02/01/2016
14263,Nmes Olympique,a7,Sub,18,09/24/2014
14264,Whitecaps FC,a44,Res,32,09/15/2014
14265,Swindon Town,a9,CM,20,07/01/2014
14266,G. La Plata,a5,Res,40,08/01/2014
14267,Brescia,a8,Sub,33,07/02/2015
14268,Sunderland,a9,Res,37,07/04/2014
14269,Tours FC,a7,Sub,13,08/30/2014
14270,BK Hcken,a21,Sub,25,08/29/2014
14271,Levante UD,a1,Res,33,06/01/2013
14272,Stabk Fotball,a47,Sub,22,08/15/2014
14274,FC Groningen,a10,Res,34,10/05/2014
14275,Amiens SC,a7,Sub,5,07/30/2016
14277,Bristol City,a9,Res,26,08/19/2014
14279,Dundee FC,a30,LM,33,07/01/2013
14280,RB Leipzig,a12,Res,25,01/28/2017
14281,FC Ingolstadt,a2,Sub,31,08/31/2015
14282,FC Dallas,a26,Sub,16,08/01/2014
14283,SnderjyskE,a17,Sub,21,08/01/2014
14284,Doncaster,a9,Res,12,07/01/2014
14286,Belgrano,a5,Sub,20,07/09/2014
14287,Reading,a9,Res,30,07/07/2014
14288,Monarcas Morelia,a15,Res,29,07/01/2014
14289,Leyton Orient,a7,Sub,15,01/21/2016
14290,Olym. Marseille,a7,Res,32,07/08/2014
14291,Manchester City,a7,Res,57,06/27/2015
14293,Roda JC,a4,Res,37,07/01/2016
14295,Free Agents,a47,Res,99,05/14/2016
14296,Greuther Frth,a2,Sub,31,02/19/2014
14297,Cork City,a40,LM,11,01/11/2016
14298,Walsall,a9,Sub,13,06/13/2014
14299,FC Augsburg,a2,Res,40,07/01/2014
14301,US Orlans,a7,RB,15,07/01/2013
14302,Inverness CT,a9,Sub,18,01/09/2016
14303,RC Lens,a7,Res,18,08/04/2015
14304,Cambridge Utd,a9,GK,1,07/16/2012
14305,Cambridge Utd,a9,Sub,14,08/01/2009
14306,Medipol Baakehir,a16,Sub,55,09/05/2013
14307,Latina,a8,Sub,13,10/04/2016
14308,Hearts,a30,Sub,24,07/01/2013
14309,Portsmouth,a9,Sub,2,07/01/2016
14310,CD Antofagasta,a13,Res,14,07/12/2016
14311,West Brom,a9,Res,38,06/07/2013
14312,Olympiakos CFP,a23,Res,33,07/01/2013
14313,a41gia,a8,Sub,2,01/19/2017
14315,IFK Norrkping,a21,Sub,14,01/20/2016
14316,Randers FC,a17,Sub,24,10/23/2015
14318,Once Caldas,a14,Res,27,12/19/2016
14319,Deportes Tolima,a14,Res,19,01/13/2017
14320,Quilmes,a5,Res,34,02/16/2016
14324,Patriotas,a14,Res,27,01/20/2017
14325,stersunds FK,a21,RWB,24,01/01/2016
14326,Deportivo Pasto,a14,Res,24,01/01/2014
14328,Colo-Colo,a13,Sub,24,05/17/2014
14331,RB Salzburg,a17,Sub,28,07/01/2014
14332,UD Almer a,a1,Res,36,08/15/2016
14333,SK Rapid Wien,a18,Res,41,11/27/2016
14334,Falkenbergs FF,a21,Sub,42,01/01/2012
14335,Angers SCO,a7,Sub,40,08/13/2016
14336,Real Betis,a14,Res,26,01/26/2016
14337,Liverpool,a24,Res,59,07/05/2014
14339,FC Groningen,a10,Res,32,07/01/2016
14340,Spal,a8,Sub,33,07/01/2012
14342,Colchester,a9,Res,10,09/03/2013
14343,Rochdale,a9,RB,6,07/01/2016
14345,Morecambe,a2,Sub,19,07/01/2016
14346,Galatasaray,a16,Res,25,08/07/2012
14347,Cittadella,a8,Sub,8,07/01/2013
14348,lsk WrocÇaw,a12,RB,30,02/12/2013
14350,Chesterfield,a30,Res,12,07/04/2013
14352,Newport County,a9,RS,40,01/23/2017
14354,Sint-Truiden,a4,Res,30,08/31/2016
14355,CD Tenerife,a1,Res,30,07/01/2012
14356,Wycombe,a2,RCB,21,08/01/2016
14357,Deportes Temuco,a5,Sub,29,01/04/2017
14358,Middlesbrough,a9,Res,45,07/01/2013
14359,Everton,a9,Res,48,06/01/2013
14360,FC Nantes,a7,Res,34,06/13/2016
14362,Rotherham Utd,a9,Res,27,07/01/2013
14363,Yeovil Town,a24,RB,2,04/01/2013
14364,Central Coast,a38,Sub,21,07/01/2013
14365,Randers FC,a42,Sub,6,07/10/2016
14366,Dundee FC,a10,Sub,23,02/01/2017
14367,Free Agents,a45,Res,99,07/01/2012
14368,Wycombe,a9,LCM,17,07/25/2015
14369,Viborg FF,a17,LB,2,07/01/2009
14370,Krylya Sovetov,a25,Sub,21,08/29/2016
14371,Kalmar FF,a21,LM,24,01/01/2013
14373,Vlez Sarsfield,a5,Sub,12,01/01/2013
14374,Wanderers,a13,Res,18,06/01/2012
14375,Unin Espaola,a13,Res,25,01/13/2013
14376,Jnkpings Sdra IF,a1,LB,28,05/09/2016
14377,Port Vale,a9,Sub,19,01/27/2017
14378,Gillingham,a9,LCM,8,02/01/2013
14379,Audax Italiano,a13,Sub,23,01/31/2017
14382,Piast Gliwice,a12,Sub,4,02/13/2016
14383,Troms IL,a33,LM,10,03/13/2016
14384,QPR,a9,Sub,10,01/28/2017
14385,Oxford United,a9,LM,18,07/12/2016
14386,Sunderland,a30,Sub,22,08/11/2016
14387,Swindon Town,a9,Res,22,01/31/2017
14389,Montreal Impact,a44,Sub,40,03/05/2013
14391,Hartlepool,a9,RCB,8,03/04/2013
14392,Dundalk,a17,Sub,19,01/15/2017
14395,KAS Eupen,a37,Res,27,07/01/2012
14398,MK Dons,a9,Sub,20,11/13/2012
14399,Kilmarnock,a9,LM,11,07/01/2016
14400,Cheltenham Town,a8,Sub,36,07/07/2016
14403,VfL Wolfsburg,a2,Sub,41,11/03/2016
14405,Grasshopper,a18,Sub,19,01/14/2016
14407,Wycombe,a9,CM,25,01/07/2017
14408,WisÇa PÇock,a12,LB,95,08/29/2014
14409,Brescia,a8,Res,11,07/01/2012
14410,Portsmouth,a9,Sub,16,08/19/2013
14411,Ross County,a30,RCB,2,01/22/2015
14413,Ross County,a30,Sub,16,06/01/2012
14417,GIF Sundsvall,a21,LB,3,01/01/2012
14420,Hamburger SV,a18,Res,30,07/17/2015
14421,Terek Grozny,a25,Sub,33,02/15/2014
14422,Sligo Rovers,a9,CDM,8,02/12/2016
14424,Puebla,a15,Res,85,03/25/2012
14425,Barnsley,a9,Sub,11,07/01/2016
14426,Brisbane Roar,a38,Sub,8,07/06/2016
14428,SCR Altach,a18,Sub,15,07/01/2016
14431,Newport County,a9,Sub,38,01/20/2017
14433,Everton,a4,Res,53,07/02/2015
14434,Sogndal,a33,GK,1,03/01/2012
14435,SCR Altach,a18,Sub,9,07/01/2015
14438,Bradford City,a7,Sub,8,07/13/2016
14439,Pisa,a8,Res,13,08/25/2015
14441,Accrington,a9,Res,18,07/11/2016
14442,Swindon Town,a9,Sub,10,05/13/2016
14443,Northampton,a24,RB,18,07/01/2016
14445,CF Reus Deportiu,a1,Res,26,08/30/2016
14447,SnderjyskE,a17,Sub,2,06/20/2016
14448,Lyngby BK,a17,Sub,22,07/01/2011
14449,Stade Lavallois,a7,Sub,5,01/14/2017
14451,Port Vale,a9,RS,15,07/18/2016
14452,Yeovil Town,a9,LCM,4,07/01/2015
14453,Antalyaspor,a16,Sub,45,08/09/2016
14455,Plymouth Argyle,a39,RDM,4,07/01/2016
14458,BK Hcken,a21,Sub,13,01/26/2017
14459,Oldham Athletic,a30,Sub,13,07/12/2016
14461,Plymouth Argyle,a9,Sub,8,07/01/2016
14462,Grimsby Town,a10,Sub,33,01/18/2017
14464,Karabkspor,a16,Sub,36,07/01/2014
14465,Motherwell,a9,RCB,4,07/01/2016
14466,Motherwell,a24,Sub,18,09/15/2016
14467,Ross County,a7,CM,4,07/01/2016
14468,Cheltenham Town,a9,RCM,7,06/04/2015
14469,Hammarby IF,a21,RCB,3,07/15/2015
14470,Terek Grozny,a25,Sub,5,01/01/2016
14474,Carlisle United,a9,RB,23,07/01/2015
14475,West Ham,a18,Res,34,07/01/2012
14476,FC Metz,a7,Res,30,07/01/2014
14477,Motherwell,a9,Res,11,08/31/2016
14479,Viborg FF,a17,Sub,7,01/07/2015
14481,FC Lausanne,a18,LM,16,07/01/2015
14482,FC Vaduz,a2,RCB,4,08/20/2016
14483,Crawley Town,a9,LDM,4,05/26/2016
14486,Northampton,a24,Sub,26,07/01/2016
14490,Crawley Town,a9,RB,2,07/14/2014
14491,Djurgrdens IF,a21,Sub,30,01/08/2017
14492,Crewe Alexandra,a9,CM,18,07/06/2015
14493,Grnik Åczna,a12,Sub,5,07/15/2015
14494,Newcastle Jets,a38,Sub,11,07/21/2015
14495,Derry City,a40,GK,1,01/01/2008
14496,Hartlepool,a40,Sub,2,07/01/2015
14497,Newcastle Jets,a38,LB,3,07/16/2015
14498,Port Vale,a9,Res,3,06/17/2009
14499,Sydney FC,a38,Sub,1,01/02/2017
14500,Monarcas Morelia,a15,Res,7,06/08/2016
14501,IFK Gteborg,a21,Sub,25,01/07/2016
14504,Cham. Niortais,a7,Sub,1,06/09/2016
14505,US Orlans,a7,Sub,9,07/01/2015
14506,Shonan Bellmare,a38,Sub,25,01/09/2016
14507,WS Wanderers,a38,Sub,29,01/31/2017
14509,Trapani,a8,Res,24,07/01/2015
14510,Newport County,a9,CAM,27,07/01/2016
14511,Falkenbergs FF,a21,Sub,33,01/01/2014
14512,Carlisle United,a9,RCM,4,07/01/2015
14513,Newport County,a9,Sub,14,07/30/2016
14514,Hartlepool,a9,Res,17,07/01/2016
14515,FC Lugano,a18,RCB,28,07/02/2016
14516,Newport County,a9,Sub,9,01/06/2017
14520,Grnik Åczna,a12,Sub,45,07/09/2015
14521,Stevenage,a9,RCM,8,06/24/2015
14522,rebro SK,a21,Sub,2,02/03/2011
14524,Port Vale,a9,RCM,12,07/18/2016
14525,Wycombe,a9,Sub,7,06/15/2015
14526,Anzhi Makhachkala,a25,Res,13,02/24/2017
14527,Arsenal Tula,a25,LWB,2,07/01/2012
14528,Gimn†stic,a1,Res,26,08/08/2014
14529,Notts County,a24,Sub,5,06/27/2016
14530,Bray Wanderers,a30,GK,1,07/06/2015
14531,SV Mattersburg,a18,Sub,22,07/01/2002
14532,Accrington,a24,Sub,4,08/01/2016
14533,Bourg-Pronnas,a7,Sub,22,06/03/2010
14534,Mansfield Town,a30,Sub,1,07/01/2015
14535,Bury,a26,Sub,21,08/08/2016
14536,Wycombe,a9,RCM,10,01/01/2003
14537,AFC Wimbledon,a9,Sub,4,06/10/2014
14538,Bristol Rovers,a9,Sub,1,05/30/2013
14539,Notts County,a9,Sub,37,08/18/2014
14540,Helsingborgs IF,a21,Sub,4,04/07/2016
14541,Toronto FC,a42,Res,26,03/16/2017
14542,1. FC Kln,a2,Res,32,01/01/2017
14543,Lans,a5,Res,33,03/12/2017
14544,N.E.C.,a10,Res,30,07/01/2015
14546,CSKA Moscow,a25,Res,89,07/01/2015
14547,New a9,a26,Sub,27,03/01/2017
14548,FC Tom Tomsk,a25,Sub,69,07/29/2016
14549,FC Tom Tomsk,a25,Res,45,07/29/2016
14550,FC Tom Tomsk,a25,Sub,94,02/27/2017
14551,Racing Club,a5,Res,36,02/23/2017
14552,Racing Club,a5,Res,39,02/23/2017
14554,Amrica,a15,Res,33,01/01/2014
14555,Grnik Åczna,a32,Sub,14,01/18/2017
14557,Aytemiz Alanyaspor,a16,Res,18,01/11/2017
14558,FC Nantes,a7,Res,36,02/08/2017
14559,La Equidad,a14,Sub,7,01/01/2017
14560,Go Ahead Eagles,a10,Sub,22,07/01/2015
14562,FC Ingolstadt,a2,Res,4,01/31/2017
14563,Avellino,a8,Sub,23,01/31/2017
14564,Sarpsborg 08 FF,a33,Res,17,01/01/2017
14565,Bradford City,a9,Res,20,03/10/2017
14566,Sounders FC,a39,Res,52,01/25/2017
14567,FC Tom Tomsk,a25,Sub,41,07/29/2016
14570,Hamburger SV,a18,Res,16,01/21/2017
14573,Sounders FC,a26,Sub,12,01/18/2017
14574,Sounders FC,a26,Sub,40,01/13/2017
14575,Atltico Huila,a14,Sub,11,01/05/2017
14576,AD Alcorcn,a1,Res,28,07/01/2016
14577,SKN St. Plten,a7,Res,21,01/08/2017
14578,Toronto FC,a44,Sub,41,01/11/2017
14579,Kilmarnock,a9,LCM,18,06/30/2015
14581,stersunds FK,a21,Sub,23,01/09/2017
